"1","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Overvote","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Blank"
"37-750 St. George Island","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"37-752 St. Paul Island","16","0","0","0","1","0","0","0","3","1","0","0","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0","0","16","7","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"37-754 Togiak","3","1","2","0","1","0","0","0","8","0","0","0","0","3","6","0","0","2","0","0","0","6","0","0","0","0","0","1","5","2","0","13","2","0","0","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3"
"37-756 Tyonek","4","0","0","0","1","0","0","0","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","3","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37-758 Upper Kalskag","1","0","1","0","1","0","0","0","2","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"38-800 Akiachak","2","0","0","0","1","0","1","0","2","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","12","5","0","16","2","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4"
"38-802 Akiak","0","0","1","0","3","0","1","0","3","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","4","1","0","19","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"38-808 Bethel No. 1","5","0","10","0","4","1","8","0","9","1","1","2","0","0","7","9","0","10","1","0","3","4","0","0","1","0","0","1","32","77","0","52","7","0","5","8","0","0","12","7","0","2","0","0","0","0","2","0","0","0","0","0","2","0","0","6"
"38-810 Bethel No. 2","21","0","6","0","9","4","8","0","10","0","0","1","0","0","10","14","0","10","11","0","1","5","0","0","0","0","0","0","71","50","0","72","18","0","0","12","0","0","8","18","0","1","0","2","0","0","0","0","1","0","0","1","1","0","0","2"
"38-812 Chefornak","3","0","0","0","4","0","1","0","3","0","0","0","0","2","1","0","0","0","0","0","0","5","0","0","0","0","0","0","11","4","0","20","3","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"38-813 Chevak","5","0","0","0","3","0","3","0","10","0","0","0","0","0","2","3","0","5","0","0","0","1","0","0","0","0","0","0","10","7","0","29","1","0","0","3","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"38-818 Eek","4","0","0","0","1","0","1","0","7","0","0","0","0","1","2","0","0","6","0","0","2","1","0","0","0","0","0","0","2","1","0","17","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"38-822 Kasigluk","3","0","0","0","1","0","0","0","6","0","0","0","0","3","0","0","0","2","0","1","0","2","0","0","0","0","0","0","7","6","0","15","2","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"38-824 Kipnuk","5","0","0","0","0","0","0","0","3","0","0","0","0","1","1","1","0","2","0","0","0","5","0","0","0","0","0","0","3","2","0","20","3","1","1","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3"
"38-826 Kongiganak","0","0","0","0","1","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","5","0","0","0","0","0","0","0","1","0","25","0","1","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-828 Kwethluk","2","0","0","0","1","0","0","0","0","0","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","25","5","0","36","4","0","1","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"38-830 Kwigillingok","1","0","0","0","1","0","1","0","5","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","4","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"38-836 Mekoryuk","0","0","0","0","2","0","1","0","3","0","0","0","0","1","0","2","0","1","0","0","2","1","0","0","0","0","0","0","5","1","0","11","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","6"
"38-838 Napakiak","1","0","0","0","1","0","1","0","5","0","0","0","0","0","2","2","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","22","1","0","2","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-840 Napaskiak","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","32","1","1","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-842 Newtok","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-846 Nunapitchuk","1","0","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","4","0","1","0","9","0","0","0","0","0","0","1","2","0","14","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-848 Quinhagak","2","0","2","0","2","1","0","0","6","0","0","0","0","1","0","1","0","8","0","1","1","7","0","0","0","0","0","0","1","3","0","31","3","0","0","10","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-852 Toksook Bay","0","0","0","0","2","0","0","0","7","0","0","0","1","2","0","0","0","5","0","0","0","5","0","0","0","0","0","0","10","2","0","41","1","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"38-854 Tuluksak","1","0","0","0","2","0","1","0","6","1","0","0","0","4","2","0","0","3","0","0","0","4","0","0","0","0","0","0","5","2","0","12","0","2","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38-856 Tuntutuliak","3","0","0","0","1","0","1","0","4","0","0","0","0","2","0","0","0","2","0","0","0","5","0","0","0","0","0","0","9","3","0","22","1","1","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39-900 Alakanuk","2","0","0","0","1","0","2","0","6","0","0","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","1","16","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"39-902 Brevig Mission","4","0","0","0","2","0","0","0","4","0","1","0","0","0","3","0","0","2","0","0","0","3","0","0","0","1","0","0","6","1","0","18","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"39-908 Elim","3","0","2","0","4","0","1","0","5","0","0","0","0","0","6","0","0","6","0","0","0","1","0","0","0","0","0","0","3","2","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"39-910 Emmonak","2","0","1","0","5","1","2","0","14","0","0","0","0","2","0","0","0","5","0","0","0","0","0","1","0","0","0","0","9","3","0","25","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"39-912 Gambell","16","0","0","0","2","0","0","0","10","0","0","0","0","0","3","1","0","6","0","0","2","1","0","0","0","1","0","0","5","0","0","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6"
"39-914 Golovin","0","0","0","0","1","0","1","0","7","0","0","0","0","0","1","0","0","1","0","0","1","2","0","0","0","0","0","0","5","1","0","8","3","0","1","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"39-918 Kotlik","1","0","1","0","3","0","2","0","4","0","0","0","0","1","1","1","0","5","0","0","0","4","0","0","0","0","0","0","7","3","0","13","1","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"39-920 Koyuk","5","0","0","0","2","0","1","0","4","0","0","0","0","0","4","0","0","6","1","0","0","1","0","0","0","0","0","0","3","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1"
"39-921 Marshall","1","0","0","0","3","0","4","0","7","0","0","0","0","0","1","0","0","6","0","0","0","2","0","0","0","0","0","0","10","3","0","19","0","1","0","9","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"39-922 Mountain Village","3","0","0","0","4","0","0","0","11","3","0","0","0","0","2","1","0","3","0","0","0","2","0","0","0","0","0","0","2","3","0","20","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"39-924 Nome No. 1","8","0","11","0","12","0","4","0","19","3","1","0","0","0","16","8","0","18","2","0","0","6","0","1","0","1","0","0","24","17","0","52","6","0","1","7","0","1","2","6","0","3","0","0","0","0","0","0","1","0","0","0","5","0","0","1"
"39-926 Nome No. 2","18","0","12","0","7","1","14","0","33","3","1","0","1","2","20","25","0","31","2","0","1","8","0","0","0","1","0","0","56","39","0","67","12","0","1","5","0","0","3","16","0","4","0","0","0","0","1","0","0","0","0","0","8","0","1","7"
"39-928 Nunam Iqua","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","2","0","3","1","0","0","2","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"39-930 Pilot Station","1","0","1","0","0","0","0","0","3","1","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","4","2","0","14","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39-931 Russian Mission","1","0","0","0","2","0","1","0","3","2","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","6","2","0","14","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"39-932 Savoonga","3","2","2","0","1","1","2","0","21","6","0","1","1","1","0","0","0","6","0","0","0","1","0","0","0","0","0","0","9","5","0","31","5","0","0","6","0","0","0","3","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","2"
"39-934 Scammon Bay","3","0","0","0","2","0","0","0","4","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","10","6","0","32","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"39-936 Shaktoolik","4","0","0","0","5","0","2","0","10","1","0","0","0","1","5","0","0","8","0","0","0","0","0","0","0","0","0","0","1","2","0","13","0","0","0","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"39-938 Shishmaref","5","1","0","0","5","0","7","0","14","2","0","0","0","1","6","1","0","10","0","0","0","4","0","0","0","0","0","0","2","8","0","30","2","2","1","3","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","2","0","0","22"
"39-940 St. Mary's","1","0","0","0","1","0","4","0","14","2","0","0","0","0","0","1","0","3","0","0","0","3","0","0","1","0","0","0","14","10","0","29","4","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39-942 St. Michael","8","0","0","0","2","0","0","0","6","0","0","0","0","1","2","0","0","5","0","0","0","1","0","0","0","0","0","0","2","2","0","7","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"39-944 Stebbins","6","0","1","0","3","0","3","0","11","0","0","0","0","3","0","0","0","3","0","0","0","1","0","0","0","0","0","0","3","4","0","10","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"39-948 Unalakleet","8","0","1","0","11","0","8","0","15","2","0","2","1","1","6","1","0","6","1","0","0","2","0","0","0","1","0","0","16","13","0","31","10","0","0","4","0","0","5","9","0","0","1","0","0","0","3","0","0","0","0","1","6","0","0","24"
"39-950 Wales","2","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"39-952 White Mountain","7","0","0","0","3","1","2","0","6","0","0","0","0","1","4","0","0","6","0","0","1","0","0","0","0","0","0","0","3","8","0","8","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"40-002 Ambler","1","0","0","0","2","0","0","0","5","0","0","0","0","2","3","1","0","5","0","0","0","1","0","0","0","0","0","0","3","2","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"40-004 Anaktuvuk Pass","0","1","0","0","1","1","0","0","4","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2"
"40-006 Atqasuk","4","0","0","0","1","0","0","0","2","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","2"
"40-008 Utqiagvik","5","0","1","0","1","0","0","0","2","0","1","0","0","0","7","7","0","2","0","0","0","3","0","1","0","0","0","0","14","7","0","10","2","0","0","1","0","0","1","6","0","1","17","0","0","1","5","0","3","0","0","2","8","0","4","2"
"40-010 Browerville","8","0","5","0","7","0","5","0","13","4","0","1","1","2","17","6","1","27","2","0","0","7","0","0","1","0","0","1","22","14","0","20","5","0","0","5","0","0","6","11","0","2","42","0","0","3","5","0","3","0","5","4","24","1","13","17"
"40-012 Buckland","1","0","1","0","1","0","0","0","8","0","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","6","1","0","5","1","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4"
"40-014 Deering","0","0","0","0","1","0","2","0","3","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","3","0","5","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40-018 Kiana","5","0","2","0","2","0","0","0","3","0","0","0","0","0","3","0","0","8","0","0","0","1","0","0","0","0","0","0","7","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1"
"40-020 Kivalina","1","0","1","0","5","0","0","0","5","0","0","0","0","0","1","1","0","5","0","0","0","1","0","0","0","0","0","0","1","2","1","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40-022 Kobuk","2","0","2","0","2","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40-024 Kotzebue","10","0","1","0","15","0","5","0","24","3","0","0","1","0","27","13","0","16","1","0","0","3","0","0","0","0","0","0","39","38","0","47","15","0","1","7","0","0","3","13","0","0","2","0","0","2","3","0","0","0","0","0","5","0","0","17"
"40-026 Noatak","9","0","0","0","5","1","0","0","11","1","0","0","0","0","5","0","0","5","0","0","0","2","0","0","0","0","0","0","3","1","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"40-028 Noorvik","3","0","3","0","9","0","0","0","11","0","0","0","1","0","3","1","0","9","0","0","0","3","0","0","0","0","0","0","3","3","0","4","1","0","0","5","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","2"
"40-030 Nuiqsut","8","0","0","0","2","0","0","0","1","0","0","0","0","1","2","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","2","0","0","0","1","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","1","0","0","1"
"40-032 Point Hope","4","0","0","0","2","0","0","0","7","1","0","0","1","0","2","2","0","7","0","0","0","2","0","0","0","0","0","0","6","1","0","2","3","0","0","2","0","0","0","1","0","0","3","0","0","1","1","0","0","0","1","1","4","1","2","4"
"40-034 Point Lay","1","0","0","0","1","0","0","0","1","0","0","0","0","0","4","1","0","1","0","0","0","2","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"40-036 Selawik","4","0","2","0","5","1","1","0","6","1","0","0","0","0","3","2","0","6","0","0","0","3","0","0","1","0","0","0","9","2","0","6","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"40-038 Shungnak","3","0","3","0","1","0","2","0","12","0","0","0","1","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"40-040 Wainwright","1","0","2","0","11","1","0","0","17","0","0","1","0","0","1","0","0","6","0","0","0","2","0","0","0","0","0","0","0","1","0","6","0","0","0","1","0","0","0","0","0","0","1","0","0","3","4","0","2","0","0","0","2","0","0","1"
"District 1 - Absentee","70","1","61","1","24","5","34","0","32","5","6","2","0","3","101","90","0","27","3","2","1","8","0","0","2","0","0","0","89","113","0","48","8","0","2","6","0","0","6","9","0","1","1","5","0","3","2","0","0","0","0","0","2","0","0","11"
"District 1 - Early Voting","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"District 1  - Question","10","0","10","0","10","0","8","0","10","0","0","2","2","1","25","10","0","10","1","0","1","3","0","0","0","1","0","0","31","17","0","20","2","0","2","3","0","0","3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4"
"District 10 - Absentee","44","0","84","0","23","8","34","0","33","6","2","1","1","1","69","79","0","32","6","2","1","7","0","0","4","4","0","0","144","121","0","59","21","0","3","15","0","0","19","35","0","3","3","3","0","2","1","0","0","0","1","4","4","0","0","14"
"District 10 - Early Voting","21","0","35","0","12","6","16","0","13","1","3","0","1","0","32","44","0","9","5","0","0","2","0","0","1","2","0","0","47","57","0","27","10","0","7","3","0","1","7","11","0","1","0","0","0","0","1","0","0","0","1","0","2","0","0","2"
"District 10  - Question","2","0","13","0","9","1","2","0","7","2","0","0","1","0","15","13","0","7","2","1","0","1","0","0","2","0","0","1","12","8","0","16","1","0","1","3","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","3"
"District 11 - Absentee","52","0","105","0","34","13","39","0","32","7","6","2","4","4","65","55","0","33","9","3","2","3","0","1","1","2","0","1","138","167","0","82","24","0","14","17","0","2","22","61","0","6","3","2","0","3","5","0","1","0","2","4","3","0","1","13"
"District 11 - Early Voting","31","1","66","0","10","10","12","0","23","3","3","1","4","1","29","66","0","13","7","1","1","3","0","0","2","2","0","0","71","88","0","44","18","0","6","4","0","1","8","13","0","4","0","1","0","0","0","0","1","0","0","1","0","0","2","0"
"District 11  - Question","4","0","11","0","8","2","5","0","6","1","0","0","0","0","14","14","0","6","2","0","0","2","0","0","0","0","0","0","14","16","0","13","3","1","2","1","0","0","1","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"District 12 - Absentee","31","0","46","0","28","5","25","0","21","4","2","1","1","2","37","40","0","23","1","1","0","2","0","0","0","1","0","0","108","112","0","71","27","1","7","15","0","2","20","19","0","9","2","0","0","3","1","0","1","0","0","0","4","0","0","8"
"District 12 - Early Voting","15","0","47","0","9","4","16","0","12","0","0","2","0","3","19","29","0","6","3","0","1","3","0","0","0","1","0","0","39","68","0","34","12","0","3","10","0","0","6","16","0","8","0","0","0","0","0","0","0","0","0","1","1","0","0","3"
"District 12  - Question","8","0","8","0","5","2","5","0","8","2","0","0","2","1","12","5","0","12","0","0","0","1","0","0","0","0","0","0","14","7","2","16","4","0","0","1","0","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","5"
"District 13 - Absentee","13","0","37","0","17","5","13","0","12","6","0","2","1","3","40","43","0","21","8","0","1","3","0","0","0","1","0","1","86","83","0","62","14","1","6","9","0","2","15","32","0","5","1","0","0","0","2","0","1","0","0","3","4","0","0","11"
"District 13 - Early Voting","15","0","43","0","10","3","9","0","7","4","0","1","2","1","17","26","0","15","2","0","0","3","0","0","0","0","0","0","39","51","0","33","8","0","2","10","0","1","4","11","0","3","1","0","0","0","0","0","1","0","0","1","2","0","0","1"
"District 13  - Question","4","0","1","0","5","1","1","0","8","1","0","0","0","0","8","17","0","4","0","0","0","2","0","1","0","0","0","0","7","7","0","24","5","0","1","2","0","0","3","2","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","2"
"District 14 - Absentee","30","0","27","0","13","3","14","0","19","1","1","3","6","4","27","37","0","15","6","0","1","8","0","0","0","2","0","1","135","117","0","81","33","0","7","14","0","2","29","35","0","12","2","2","0","1","1","3","1","0","0","0","2","0","1","7"
"District 14 - Early Voting","28","0","33","0","6","3","15","0","16","4","2","1","1","1","36","38","0","8","4","1","2","6","0","2","3","0","0","0","141","84","0","73","20","0","10","19","0","0","13","22","0","1","2","0","0","4","1","1","1","0","0","4","2","0","1","1"
"District 14  - Question","11","1","9","0","7","2","8","0","16","1","2","0","2","2","20","16","0","18","3","0","0","10","0","0","0","1","0","0","25","26","0","40","10","0","2","4","0","2","4","3","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","4"
"District 15 - Absentee","57","1","90","0","28","7","30","0","35","10","2","3","2","4","41","84","0","17","3","0","0","6","0","0","1","1","0","1","138","142","0","81","14","0","8","12","0","2","18","43","0","9","2","0","0","2","6","0","2","0","1","1","8","0","0","10"
"District 15 - Early Voting","15","0","47","0","16","6","24","0","17","1","3","1","1","0","24","34","0","13","4","0","0","2","0","0","2","2","0","0","51","59","0","60","16","0","2","8","0","0","15","14","0","2","2","1","0","0","1","0","0","0","0","0","2","0","0","1"
"District 15  - Question","10","0","13","0","7","2","6","0","2","0","0","1","0","0","15","9","0","16","0","0","0","1","0","0","0","1","0","0","19","20","0","17","5","1","0","3","0","0","3","2","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","6"
"District 16 - Absentee","46","1","49","0","20","6","26","0","26","9","5","3","1","1","37","48","0","30","5","1","1","10","0","0","2","2","0","0","170","165","0","93","39","0","13","16","0","1","31","38","0","7","5","4","0","7","2","1","0","0","0","3","6","0","0","9"
"District 16 - Early Voting","17","0","49","0","17","4","10","0","12","6","1","1","1","0","31","44","0","8","4","0","0","1","0","0","0","0","0","0","92","116","0","73","21","0","11","9","0","3","21","25","0","4","1","0","0","5","4","0","0","0","0","2","3","0","3","3"
"District 16  - Question","2","0","6","0","6","1","2","0","6","1","0","0","0","0","4","7","0","8","3","0","0","1","0","1","0","1","0","0","12","14","0","13","0","0","0","2","0","0","0","2","0","1","1","2","0","1","0","0","1","0","0","0","0","0","0","1"
"District 17 - Absentee","28","0","30","0","12","5","17","0","32","10","4","1","6","1","26","35","0","15","5","0","0","5","0","0","2","3","0","0","172","129","0","78","25","0","16","26","0","3","38","46","0","10","4","1","0","1","3","2","0","0","0","6","11","0","1","8"
"District 17 - Early Voting","32","0","34","0","14","5","21","0","19","1","2","4","1","1","40","47","0","16","3","0","1","6","0","2","3","3","0","1","162","167","0","130","37","1","26","34","1","5","52","40","0","13","1","1","0","1","4","1","0","0","0","2","2","0","2","5"
"District 17  - Question","5","1","9","0","6","3","4","0","8","0","0","0","0","2","16","7","0","8","2","0","0","8","0","0","1","0","0","0","22","27","0","17","4","0","1","4","0","0","7","5","0","2","0","0","0","0","1","0","0","0","0","0","1","0","1","6"
"District 18 - Absentee","17","0","16","0","7","2","4","0","3","1","0","2","1","1","12","21","1","12","1","0","0","8","0","0","2","1","0","0","41","12","0","18","14","0","4","3","0","0","10","5","0","3","1","0","0","0","2","0","1","0","0","0","2","0","0","2"
"District 18 - Early Voting","1","0","6","0","4","1","2","0","4","1","1","1","0","1","10","5","0","9","0","0","1","0","0","2","0","0","0","0","35","19","0","15","2","0","1","5","0","0","4","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"District 18  - Question","6","0","6","0","6","0","1","0","2","1","0","0","1","1","6","5","0","8","1","0","0","1","0","0","0","0","0","0","5","5","0","10","3","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"District 19 - Absentee","8","0","13","0","8","2","2","0","18","3","0","1","3","1","19","14","0","19","1","0","0","4","0","3","1","0","0","0","59","56","0","41","10","1","4","4","0","0","18","19","0","3","0","0","0","3","1","0","0","0","1","1","1","0","0","4"
"District 19 - Early Voting","7","0","11","0","2","0","6","0","13","1","0","0","1","1","11","17","0","7","0","0","1","1","0","0","0","0","0","0","48","49","0","41","2","0","0","13","0","0","8","8","0","2","1","0","0","0","0","0","0","0","0","0","2","0","1","0"
"District 19  - Question","5","0","7","0","5","0","4","0","3","3","0","0","0","1","9","12","0","7","1","0","1","1","0","0","1","0","0","0","23","17","0","22","3","0","1","3","0","0","4","2","0","2","0","0","0","2","0","0","1","0","0","1","1","0","0","4"
"District 2 - Absentee","58","1","65","0","28","1","25","0","30","3","2","4","0","2","144","121","0","58","9","0","2","15","0","0","2","1","0","4","231","198","0","84","26","0","14","8","0","0","14","29","0","5","3","1","0","3","2","2","0","0","1","3","0","0","1","36"
"District 2 - Early Voting","1","0","0","0","0","0","2","0","1","1","0","0","0","0","2","1","0","1","0","0","0","1","0","0","1","0","0","0","3","10","0","6","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"District 2  - Question","7","0","4","0","2","1","4","0","2","0","0","0","0","0","16","11","0","8","0","0","0","0","0","0","1","1","0","1","17","8","0","9","3","0","3","0","0","0","1","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3"
"District 20 - Absentee","25","0","17","0","21","3","18","0","25","3","0","0","2","0","41","54","0","32","5","0","2","3","0","0","3","3","0","1","99","123","0","72","21","0","9","10","0","1","13","31","0","6","0","0","0","2","1","0","0","0","0","0","1","0","0","4"
"District 20 - Early Voting","12","0","25","0","6","1","3","0","9","1","1","3","0","2","13","32","0","10","2","2","4","7","0","1","1","0","0","0","56","50","0","34","8","0","5","13","0","2","9","8","0","2","0","0","0","0","1","1","0","0","1","0","0","0","0","0"
"District 20  - Question","6","0","5","0","4","1","3","0","12","1","2","1","0","0","8","7","0","6","2","1","3","2","0","0","0","0","0","1","22","15","0","25","4","0","0","7","0","0","1","8","0","2","0","0","0","0","1","0","0","0","0","1","0","0","2","7"
"District 21 - Absentee","42","1","64","0","30","7","35","0","28","9","0","2","3","2","56","80","0","28","3","0","0","5","0","0","1","0","0","0","135","161","0","85","32","0","7","12","0","3","27","21","0","6","3","3","0","0","2","1","0","0","1","2","8","0","3","8"
